request_id,provider,voice,mode,language,text_id,register,speed,instructions,text,est_chars
grok_6463931c0815eaaf,grok,leo,neutral,en,h_common_voice_294a06e69274,read,,,Bilateral relations have traditionally been at the heart of development cooperation activities.,95
grok_bffab27d95deda1e,grok,eve,whisper,en,h_common_voice_7a0b61e61762,read,,,<whisper>He was the first secretary of the Indian National Congress.</whisper>,78
grok_b5b27d8da8070569,grok,ara,slow,en,h_common_voice_f29ce56ab1f7,read,0.8,,Wall alleged that her new husband raped her repeatedly and that she repeatedly miscarried.,90
grok_6faa1115f48e783e,grok,rex,neutral,en,h_emilia_8444b649b72d,conversational,,,Because at that moment we thought that we were going to be killed and it is worth mentioning that when they,107
grok_05f3027426f48751,grok,sal,fast,en,h_emilia_e156026a76fc,conversational,1.3,,"Imler assembled a force of about 3,000 men from Security Police, Gestapo, Kripo, SD, and the Waffen-SS, as the so-called, ""'Special Commandos of the Security Forces"", known as the Einsatzgruppen, to eliminate both communists and Jews in occupied territories.",258
grok_02f9e0ab1e8b291c,grok,leo,neutral,en,h_peoples_speech_1930aba7797f,procedural,,,the defense counsel record shows that counsel pushed the victim and asked specific questions in order to challenge the credibility her truthfulness and her motive especially where the victim at times was vague and imprecise,223
grok_6b70376aa6aa8ed5,grok,eve,neutral,en,h_common_voice_60104be76812,read,,,"Somewhere you are holding the person I love, the boy said.",58
grok_5c39ae31daa0df27,grok,ara,neutral,en,h_peoples_speech_225be4b87404,procedural,,,reduce the wage to a realistic level the bush order was the best system thus far,80
grok_9f75485cb313e865,grok,rex,neutral,en,h_emilia_a8eee698f690,conversational,,,"But first time Medi-Cal applicants can be denied or a share of cost can be assessed. So these, that protection on negative actions is for people who are already on Medi-Cal.",173
grok_9295a48a5d85217e,grok,sal,neutral,en,h_voxpopuli_2cb59119fd2e,formal,,,so please convey this huge concern to the people responsible for that.,70
grok_5a88e8dea4fcbac7,grok,leo,neutral,en,h_peoples_speech_ddbaaee4a8b3,procedural,,,and how funny that seems i mean if you if the alley if there's enough to have an indictment that there was an agreement to do criminal business with somebody i don't know,170
grok_d1492a984247df1c,grok,eve,neutral,en,h_voxpopuli_1ef950116326,formal,,,the future of education depends on us making sure that all individuals without discrimination have access to education.,119
grok_b7c5ad08bb6bffb7,grok,ara,neutral,en,h_emilia_2351340646e5,conversational,,,"The heat can also be used for industrial process applications or as an energy input for other uses such as cooling equipment.In many warmer climates, a solar heating system can provide a very high percentage – 50 to 75 percent – of domestic hot water energy.",258
grok_014231609fe906f0,grok,rex,neutral,en,h_emilia_aef3030848dd,conversational,,,"He certainly doesn't care at all about you. Hasn't come to see you since you've declared your passing away. All he does is sit in the corner, doesn't even pay any attention to anything.",185
grok_36395d3951008864,grok,sal,neutral,en,h_common_voice_de7bf230d194,read,,,"At Pisa, Varchi studied to become a notary.",43
grok_8fe7288fe638a1d6,grok,leo,neutral,en,h_voxpopuli_b5f8773bbe70,formal,,,we must remember that free movement is a fundamental right and one of the great successes of the union.,103
grok_1a48b8eb04b4d10a,grok,eve,tags_native,en,cur_tag_009,grok_tags,,,"<singing>Happy birthday to you, happy birthday to you</singing> [laugh] come on, everybody sing!",96
grok_d3214c2f32c7c099,grok,ara,neutral,en,h_voxpopuli_2b704dcce36b,formal,,,people have been destroyed economical support for people have been destroyed and there we need to help also in the long and medium turn that those issues and those properties can be rebuilt that also regional money and funds can be used and also long term measures such as anti,277
grok_a97daf3ef6354a73,grok,rex,neutral,en,h_common_voice_c9d3a78289c1,read,,,The Franks were successful at Tolbiac and established their dominance over the Alamanni.,88
grok_abd641623989e86a,grok,sal,fast,en,h_emilia_b6bf34609a68,conversational,1.3,,"Concrete, solution,"" said Tony Tyler, IATA's Director General and CEO",69
grok_ce9a74b1603ef67d,grok,leo,neutral,en,h_voxpopuli_6a490218956b,formal,,,thank you modern president i assume the nowadays behavior of actually is one be any limits,90
grok_9a9103b0c2d63628,grok,eve,neutral,en,h_emilia_4bf9c510f7f7,conversational,,,"An intimate zone is reserved for close friends, lovers, children and close family members",89
grok_1318f2ba80232cc3,grok,ara,neutral,en,h_emilia_88d600e27a6d,conversational,,,"The New Mexico House of Representatives passed a resolution in honor of Tombor, a longtime resident of that state, that declared that Pluto will always be considered a planet while in New Mexican skies and that March 13, 2007, was Pluto Planet Day",247
grok_cc078dbcdffb42f5,grok,rex,fast,en,cur_dis_007,disfluent,1.3,,"We should probably, I don't know, maybe ask someone who actually, like, knows tax law?",86
grok_ce1fa16a240a0c2c,grok,sal,neutral,en,h_voxpopuli_e789d8d3e7df,formal,,,sure you have reached been reached of the reports of persecution that has increased thirty-three or more youth being detained and also we have reports of sexual assault in de in detention of violence and it's also a question,224
grok_ac3216a5596a61d1,grok,leo,neutral,en,h_emilia_6a4352cd9ada,conversational,,,"And if you are in a team, it is across all the actions that are taken across the team.",86
grok_f6eff661166a7d17,grok,eve,whisper,en,h_common_voice_fd9c0fc7f90c,read,,,<whisper>And it makes you feel as if you are The Darkness itself.</whisper>,75
grok_ba665aba74eb206d,grok,ara,fast,en,h_emilia_b73cbfe22167,conversational,1.3,,"That can be a difficult process because there's quite often very different views on the solutions to the problem, or even if there is a problem.",144
grok_3eaed7698d26f7b9,grok,rex,slow,en,h_common_voice_d66be9cf5072,read,0.8,,"It is also funded through the National Lottery, Creative Scotland and Northern Ireland Screen.",94
grok_559e6e324ac8be16,grok,sal,neutral,en,h_common_voice_421af521c199,read,,,One of Jackson's main arguments against the bill was the project's provincial nature.,85
grok_1966214f737a8f5c,grok,leo,neutral,en,cur_num_005,numbers,,,"Take Interstate 95 South for 12.4 miles, then exit 23B toward Route 1.",70
grok_79e0c67fef0127f7,grok,eve,neutral,en,h_emilia_a3b75fece068,conversational,,,"This device would destroy the Minuteman RV with a closing speed of about 20,000 feet per second at an altitude of more than 100 miles",133
grok_2b5680ae2c26f3ec,grok,ara,neutral,en,h_voxpopuli_6a251299162a,formal,,,one very efficient policy that we can all successfully implement is phasing out the global carbon subsidies which exist and we have the pittsburgh g twenty agreement to get rid of all those inefficient subsidies.,212
grok_30d07a52dd789e30,grok,rex,neutral,en,h_peoples_speech_682bd2ca6de1,procedural,,,and i've contacted them and told them what's up in terms of we have to get multiple prices and they might want to come and look at it again make sure that their number is still the number they want to go with,208
grok_d4003155c93b7a70,grok,sal,neutral,en,h_common_voice_b5d472f1e755,read,,,Salvatore hides in a meat factory that he owns.,47
grok_1c74f01be72c8b14,grok,leo,neutral,en,h_common_voice_ec506e476de9,read,,,"She returned to her home port, San Diego, finishing a seven-month deployment.",77
grok_c2915aa00cfac1f6,grok,eve,neutral,en,cur_emo_029,emotional,,,I found the letters. All of them. In the bottom drawer of your desk.,68
grok_0e242f1352651100,grok,ara,neutral,en,h_emilia_5eaf3be9665e,conversational,,,"There can be many different answers to prayer, just as there are many ways to interpret an answer to a question if there in fact comes an answer",144
grok_74b5a5802c637382,grok,rex,neutral,en,h_emilia_22ae12cb2b9c,conversational,,,"Similarly, in some instances a small invading population can threaten much larger native populations",100
grok_a043dc800912cb88,grok,sal,whisper,en,h_common_voice_16a53caf98e7,read,,,"<whisper>The program offers opportunities to participate in federal, state and privately funded research.</whisper>",115
grok_5246b6ac41d0f407,grok,leo,slow,en,h_common_voice_5cb39658c4f9,read,0.8,,Turkey is dismantling the incentive system.,43
grok_1f647bd9c065548b,grok,eve,fast,en,h_emilia_edbe1e8f6277,conversational,1.3,,"Then you get enlightened and like focus to you, to you, practice to you.",72
grok_9e458857ed008621,grok,ara,neutral,en,h_common_voice_fa36ae86d080,read,,,Suggest another motive I could have had.,40
grok_ac052ef1d361f8ba,grok,rex,neutral,en,h_emilia_cc69ea9cf3cb,conversational,,,Its territory included some of the most industrialized regions of the former Austria-Hungary,92
grok_c4ebe34adfa3576c,grok,sal,neutral,en,h_common_voice_b93c388bfcaa,read,,,Badminton is my favorite type of racket sports.,47
grok_72d5e4a7e28d6f05,grok,leo,neutral,en,h_common_voice_c13be16aac44,read,,,The designer for the refurbishment was Sheppard Robson.,55
grok_f19fc403363ffaba,grok,eve,neutral,en,cur_emo_027,emotional,,,The test came back negative. Negative! We can finally breathe again.,68
grok_cb66a21fb1212471,grok,ara,whisper,en,h_common_voice_c2dbac123118,read,,,<whisper>Many hospitals around the country reported shortages of beds and supplemental oxygen.</whisper>,104
grok_57cb109254a37433,grok,rex,slow,en,h_common_voice_8a0bd411601b,read,0.8,,Red-Eye swung back and forth on the branch farther down.,56
grok_0a60dd4486bdfa7d,grok,sal,neutral,en,h_peoples_speech_d090cf0a8c89,procedural,,,this piece here parcel three hundred and eight will be purchased by pt land company from the anthony estate and it will be consumed by phase two lots and public improvements,173
grok_fa0a809b7b659776,grok,leo,neutral,en,h_emilia_47bbab447560,conversational,,,And I've actually got a second equation like that as well. y equals m2.,71
grok_ac7ee72c8f083220,grok,eve,neutral,en,h_common_voice_3ba7f723b6a2,read,,,"Currently, she is the voice director for ""Regular Show"".",56
grok_353c6908dc03c63f,grok,ara,neutral,en,h_emilia_52a729d38336,conversational,,,"At this conference, ministers from all WTO members launched the Doha Development Agenda",87
grok_5d206b98683d8625,grok,rex,neutral,en,h_common_voice_06bcb9050579,read,,,"If there is no objection, the decision is made.",47
grok_c35a02211df3f0b5,grok,sal,fast,en,h_emilia_5563439a1626,conversational,1.3,,She's always been very weird. She's always been a little bit off and not quite with it.,87
grok_c55d2f8f0f44ee7e,grok,leo,neutral,en,h_emilia_c99092c9053c,conversational,,,"Yeah, let's do that. Let's put Happy New Year's here. Not gonna hurt anything, right?",85
grok_f66962c10d968504,grok,eve,neutral,en,h_peoples_speech_326d9bc371bf,procedural,,,the credibility that we need before a jury when we're going into a trial trying to guide the jury through six and a half weeks of testimony,139
grok_29fb46397686673e,grok,ara,neutral,en,h_voxpopuli_0b29543ece63,formal,,,and let's send a strong signal to the vietnamese government to improve the devastating human rights situation before we seal the deal we signed the deal not after we signed the deal not after thank you,201
grok_689bc6807f80fed5,grok,rex,neutral,en,h_common_voice_2bcfa4d064fa,read,,,This was the first donation accepted by the Smithsonian in the field of magic.,78
grok_961ca1a378bae1b8,grok,sal,neutral,en,h_voxpopuli_5681cea8f724,formal,,,then we as a parliament could take our responsibility and quickly vote through these measures because they will need to take effect on one january.,147
grok_d0eb53f6643f62e8,grok,leo,whisper,en,h_common_voice_2dcbe2912ec2,read,,,<whisper>The nearest railway is at Labytnangi on the opposite side of the river Ob.</whisper>,93
grok_579a4a0cf1527afe,grok,eve,neutral,en,h_peoples_speech_c903368f8843,procedural,,,they'd have to decide on what the configuration of the board was like,69
grok_965357d80faa1a11,grok,ara,slow,en,h_common_voice_6f1398a3a39f,read,0.8,,"Suicide, then, also must be rejected: without man, the absurd cannot exist.",75
grok_90ab8d7c744d1b12,grok,rex,neutral,en,h_peoples_speech_04bad33880cf,procedural,,,and i think there's an acknowledgement that we need to provide 21st century education experiences for our students,114
grok_a58dc8af76f1231e,grok,sal,neutral,en,cur_emo_013,emotional,,,"Stop the car. Stop the car right now, I mean it!",48
grok_a9955c8da24b2509,grok,leo,neutral,en,h_voxpopuli_be4eba8d7be9,formal,,,it is necessary to strengthen the civil protection mechanism and resceu and make them more flexible faster and better coordinated with national civil protection bodies.,168
grok_b8748b3f4e54e115,grok,eve,tags_native,en,cur_dis_010,disfluent,,,"Right, so, um, quick update: the, uh, the shipment is—okay there's no good way to say this.",91
grok_06fbba85c4dc3cb9,grok,ara,neutral,en,h_emilia_52dbab03bce3,conversational,,,"Wow, those do look awesome. Those look awesome.",47
grok_6a073148f9fe3ad8,grok,rex,neutral,en,h_voxpopuli_526fe8b0e47d,formal,,,thank you mrs president i visited lebanon a few weeks ago where i also met with syria and refugees none of them expressed a week,128
grok_f6be72d35c2352c1,grok,sal,neutral,en,h_peoples_speech_a7b8f51562d4,procedural,,,i didn't run a study or anything but that that traffic would be traveling in the opposite direction,99
grok_58a78087838ed7cd,grok,leo,neutral,en,cur_que_012,question,,,Remember to water the plants while I'm gone. The ferns need it every other day.,79
grok_184a9b94d76ef9e3,grok,eve,neutral,en,h_common_voice_af26ba9cad0b,read,,,Feral Interactive and Sumo Digital were once responsible for platform transplantation.,86
grok_6844f5404ddba860,grok,ara,neutral,en,h_common_voice_768d51598bfc,read,,,"In some cases the symbols are ""punning"".",40
grok_54e2e40cfe8095e7,grok,rex,neutral,en,h_peoples_speech_0a899a10058c,procedural,,,our manufacturers and farmers need this agreement to sell their products create jobs and compete against foreign producers,122
grok_a442dd1672297ca5,grok,sal,neutral,en,h_peoples_speech_3f067260c7e6,procedural,,,but look how small this repeater unit is it's smaller easier to make amplifier but made possible by developing the transistor the tiny piece of sound amplifying equipment that requires no warmup time and has an almost indefinite lifespan,237
grok_7576377e06778b26,grok,leo,neutral,en,h_emilia_a870cabcdef9,conversational,,,"Vasco da Gama's achievement completed the exploratory efforts inaugurated by Henry the Navigator, and opened an oceanic route for the profitable spice trade into Europe that bypassed the Middle East",198
grok_5e8e38a49918dcb3,grok,eve,neutral,en,h_common_voice_921421b71c7f,read,,,"As kings died, others came along and new temples were constructed in their honor.",81
grok_00717cca8ee7a27b,grok,ara,fast,en,h_emilia_c0dea27401d7,conversational,1.3,,Those with high achievement will be trained for the most,56
grok_dbcc1a26b9acbd98,grok,rex,neutral,en,h_voxpopuli_73acacdea572,formal,,,man is seen as a creature who is harmful to the environment without making a beneficial contribution.,101
grok_31e1f8214532c6b4,grok,sal,soft,en,cur_emo_012,emotional,,,"<soft>Honestly, I never thought I'd see the day. I'm completely speechless.</soft>",82
grok_af73f3239fc8bd84,grok,leo,whisper,en,h_common_voice_a65878e536cb,read,,,<whisper>Among other nutrients lost are dietary fiber and small amounts of fatty acids.</whisper>,97
grok_b00f80fe6a595c8d,grok,eve,slow,en,h_common_voice_bc49deee254a,read,0.8,,Pongo is the brother of Valerie Twistleton.,43
grok_bd0b7391a13872d1,grok,ara,neutral,en,h_peoples_speech_f39541fc2d46,procedural,,,that litigation misconduct is is required before fees can be awarded,68
grok_82658d196a1d62f2,grok,rex,loud,en,cur_emo_016,emotional,,,"<loud>They picked me. Out of four hundred applicants, they actually picked me.</loud>",85
grok_75d9e95e1cba4d59,grok,sal,neutral,en,h_common_voice_d485b30de2dc,read,,,The flowers are white with yellowish dots.,42
grok_231dbf8de1706601,grok,leo,neutral,en,h_common_voice_fab22fad9429,read,,,The album features an array of performers with never before available performances on record.,93
grok_d5ff7612a1835c18,grok,eve,neutral,en,h_common_voice_8a4f3b6f6fb9,read,,,It does not certify the content of the document for which it was issued.,72
grok_4e5967b9c5200809,grok,ara,whisper,en,h_common_voice_5990f7aef968,read,,,<whisper>The most widespread use of multitier architecture is the three-tier architecture.</whisper>,100
grok_7f036d198b77b20a,grok,rex,slow,en,h_common_voice_7f14fcc1e4a4,read,0.8,,There are auxiliary rooms on the ground floor.,46
grok_7010e7b3f4389f38,grok,sal,neutral,en,h_common_voice_4f5440d17a4f,read,,,Lanterns decorate the stage with the names of festival sponsors.,64
grok_7d91d661a7da0a3d,grok,leo,neutral,en,h_voxpopuli_21106fa9627e,formal,,,let's start indeed on the positive notes the european economy is,64
grok_ae9d256f4668a279,grok,eve,fast,en,cur_dis_003,disfluent,1.3,,"Yeah no, I get it, I get it, but—okay so here's the—here's my problem with that.",80
grok_3a1467999d6cf8e4,grok,ara,neutral,en,h_emilia_bb63adee5466,conversational,,,"So for me, I think this is an opportunity. And just, sorry, I think my time is up. But just two days back, I noticed that the Aton General of the Federation has released a press release.",186
grok_7c20ec950d60febc,grok,rex,neutral,en,h_voxpopuli_af07957744f2,formal,,,and as well is wrong to blame others they want to destroy the euro no one wants to destroy the euro here,104
grok_a7ab604a3e24db81,grok,sal,neutral,en,h_common_voice_6f65c1df4c56,read,,,She worked closely with Marietta Kies at Mount Holyoke.,55
grok_367ddd75e91b4765,grok,leo,neutral,en,h_common_voice_359b3dfcb5bd,read,,,Phil Anselmo has credited numerous inspirations for the song.,61
grok_60bbc1b5419ebee3,grok,eve,neutral,en,h_emilia_6fa5ba06e5db,conversational,,,"But instead I'm going to show you how to do this, uh, by hand. So we've got two equations. We have a y equals, let's see, m.",124
grok_13a3d48e0b37bb25,grok,ara,neutral,en,h_peoples_speech_87eee242d87c,procedural,,,now i want you all to listen in while i talk on this telephone,62
grok_fb334babe866f190,grok,rex,neutral,en,h_voxpopuli_b2d2ab9e32fe,formal,,,we will ask the commission to come up with a legal framework to prevent this and make supply chains bringing products to our markets sustainable.,145
grok_b31495b1fbac644b,grok,sal,whisper,en,h_common_voice_f731cad2a5b9,read,,,"<whisper>To find out the exact threshold, we need to repeat this in a reproducible manner.</whisper>",100
grok_329372e826c262c2,grok,leo,slow,en,h_common_voice_4f5065342646,read,0.8,,The marriage of Zeus and Hera was acted at annual festivals.,60
grok_15f1477e9eaa076c,grok,eve,neutral,en,h_emilia_ea9f6de646d4,conversational,,,"So let us look at the procedure, so before I go that in TCL pretty much like all the programming is developed as procedures.",124
grok_206b913e84a1d4b0,grok,ara,neutral,en,cur_num_002,numbers,,,"The total comes to $1,247.83, which includes the 8.25 percent sales tax.",72
grok_736eefead0711927,grok,rex,fast,en,h_emilia_ee476f981142,conversational,1.3,,"Uh, and to allow all of us to take advantage of dynamic ad inserts to help promote things across the network. Uh, and even for our own shows, so that'll be really cool to have that capability.",192
grok_5a2eab862cf475b8,grok,sal,neutral,en,h_emilia_0417e91d3573,conversational,,,"The subgenus Glycine consists of at least 25 wild perennial species, for example, Glycine canescens fj.",103
grok_48c2993839a6adad,grok,leo,neutral,en,h_emilia_c462a3cd462a,conversational,,,"I mean, this is actually easier than I thought it would be. This might be possible, you know?",93
grok_0573437d97742bd5,grok,eve,neutral,en,h_emilia_d709e709de7e,conversational,,,But at eight years old I did get saved. I did get saved at eight years old.,75
grok_6255794741a866a9,grok,ara,neutral,en,h_common_voice_2dafe1c2312f,read,,,She lived with her aunt after her mother died.,46
grok_1555d6e62875398d,grok,rex,whisper,en,cur_whi_009,whisper,,,<whisper>I saw the exam questions on his desk. Number three is about photosynthesis.</whisper>,94
grok_6d17199b851d5922,grok,sal,neutral,en,h_common_voice_404f19341d88,read,,,Two physicists pondered their revised quantum field theory together.,68
grok_0db6345f6de886ad,grok,leo,neutral,en,h_voxpopuli_aff62dcbe438,formal,,,but at the same time we should not try to force them all into a straitjacket of one single answer to their problems. the brotherhood of nations belongs in the hearts of men not in supranational institutions.,207
grok_2e82c075b2aab649,grok,eve,neutral,en,cur_que_010,question,,,"Take the second left after the bridge, then follow the gravel road to the end.",78
grok_684555153aaab5fb,grok,ara,neutral,en,h_voxpopuli_93b007fad641,formal,,,now the issue where we differ and the certain observation comes to the point where we are today in fact we all know,115
grok_3f639158f8eca2da,grok,rex,tags_native,en,cur_tag_015,grok_tags,,,[gasp] The cookies! [long-pause] [sigh] Well. We're buying dessert this year.,77
grok_4b1377b4d0cfe197,grok,sal,neutral,en,h_common_voice_a9b8c809e9da,read,,,Throughout her career she has held different positions at the national level and abroad.,88
grok_5bfedbf15c1cfb07,grok,leo,whisper,en,h_common_voice_16ef1290fe1a,read,,,<whisper>The strike was started by the faculty and students.</whisper>,70
grok_f20c394cc1f00324,grok,eve,neutral,en,h_peoples_speech_799867e146e1,procedural,,,so really looking for ways to open up the park and make it much more userfriendly and to cater to a whole range of audiences,124
grok_33115b51ebffa98b,grok,ara,slow,en,h_common_voice_fb97411b1098,read,0.8,,"The west town line is the border of Fulton County, New York.",60
grok_c615ca6b52983480,grok,rex,neutral,en,cur_twi_004,dense,,,Truly rural jurors heard purple parallelograms were strictly structural.,72
grok_c4e3d0c1b1678dae,grok,sal,neutral,en,h_common_voice_037870d3cb8d,read,,,"Because ""Little Big Mom"" deals with leprosy, it has never been released in Japan.",81
grok_3bdd1871d5fd932d,grok,leo,neutral,en,h_common_voice_5393a9f7f096,read,,,He wanted Nelson's disrespect witnessed.,40
grok_50964549412e706f,grok,eve,neutral,en,h_peoples_speech_f726366f5605,procedural,,,and there's also nothing in the record to show that the trial court improperly considered this considered this,110
grok_d59e2e1c94732a96,grok,ara,neutral,en,h_peoples_speech_0009300050c5,procedural,,,so you have to have some horticulture some entomology some chemistry all those things,85
grok_f09b224d47ca4e60,grok,rex,neutral,en,h_peoples_speech_3dabb4a2ee5a,procedural,,,looks like you're having some signups some raffles some frisbees,64
grok_56188847a3a53433,grok,sal,neutral,en,h_voxpopuli_569d7398584e,formal,,,then there were two amendments adopted within the incorrect mff headings so they should be changed as follows amendment one thousand one hundred and fifty three preparatory action e platform for neighbourhood' should be included in heading one a and not heading.,262
grok_5f101fd13f6e74c2,grok,leo,neutral,en,h_voxpopuli_8f977ca57037,formal,,,while i respect one country two systems' i find it shocking that a country run by a communist party appears to be advocating a system which gives representation only to those with wealth and privilege.,201
grok_95ee46823aae3668,grok,eve,fast,en,h_emilia_d50f3a07557e,conversational,1.3,,"Now scene four here is our top view, our bird's eye view. So if I click back through, I've got scene ones looking this way.",123
grok_beb67d12999448a7,grok,ara,neutral,en,h_common_voice_8a7efc43d232,read,,,He was succeeded by deputy leader Steve Elling.,47
grok_9b69425fd08fee4a,grok,rex,whisper,en,h_common_voice_fc7dd4530262,read,,,"<whisper>Then, you taught me something of the universal language and the Soul of the World.</whisper>",101
grok_07f72d35ea1b2a33,grok,sal,neutral,en,cur_num_016,numbers,,,"Model X-200 ships in SKU batches of 144, with lead times of 6 to 8 weeks.",73
grok_7705f5012e27f64e,grok,leo,neutral,en,h_peoples_speech_6123b4b6d412,procedural,,,carol corey will report when he found out from the mayor here,61
grok_9e000ec5e0d8ca7e,grok,eve,neutral,en,h_emilia_731d322344d2,conversational,,,"Welcome to another seminar by the Instituto de Astrofísica de Andalucía, in Granada, in Spain.",94
grok_a1782a632e4c72aa,grok,ara,neutral,en,h_emilia_06d6adb5c440,conversational,,,"Then seek, tell and read and do random access of IO, so they can go into a particular sector and then read from there, uh, things like that.",140
grok_dad703f37546ad11,grok,rex,slow,en,h_common_voice_16738efe0049,read,0.8,,In the flashes of lightning they see the fire of the artillery.,63
grok_92187ffe21e0b8f4,grok,sal,tags_native,en,cur_tag_003,grok_tags,,,So I opened the email and [gasp] they accepted the proposal! [laugh] All of it! Even the budget!,96
grok_baca4d28efcd3095,grok,leo,neutral,en,h_voxpopuli_d7ecee2e0d1e,formal,,,it's both interesting and demanding to meet the various petitioners who come to the committee and talk about their problems.,124
grok_6ea8079faf34c8a6,grok,eve,neutral,en,h_voxpopuli_b31e770586bf,formal,,,we need to focus on deepening and strengthening the internal market to make sure that all single market strategies are completed by two thousand and eighteen especially of course the digital single market.,205
grok_1a2bd3d6ca3c20db,grok,ara,neutral,en,cur_num_009,numbers,,,The CEO of NASA met with UNESCO and the WHO about the 2030 initiative.,70
grok_d5324e6fb96d47a3,grok,rex,neutral,en,h_common_voice_f6fba4331586,read,,,Ammonium nitrite solution is stable at higher pH and lower temperature.,71
grok_ae39621fdb4d273f,grok,sal,neutral,en,h_common_voice_e9d7299fcbf2,read,,,Elizabeth was about the same age as Maria.,42
grok_31d105f0b3d39a7b,grok,leo,neutral,en,h_common_voice_774711c5f29e,read,,,His speech ended with a standing ovation.,41
grok_b992973a1218f9a7,grok,eve,neutral,en,h_emilia_a0cebaaab2f5,conversational,,,"Quite a tough day, I must say. I hope you still have some energy to listen to mine and afterwards lecture.",106
grok_1adb49800e7235e3,grok,ara,neutral,en,h_voxpopuli_8fd2eefd0ff4,formal,,,thirdly the attractiveness of eu assistance is also important.,62
grok_6139d2bd83587ed7,grok,rex,whisper,en,h_common_voice_57cf2b524e4f,read,,,"<whisper>Public facilities, as precautionary measures, were closed.</whisper>",77
grok_4fb1c41071316635,grok,sal,slow,en,h_common_voice_18b614604c89,read,0.8,,She decided to study Accounting at a university in Portugal.,60
grok_7c982d470d2bc5c5,grok,leo,neutral,en,h_voxpopuli_967fe425ccb0,formal,,,we need to stop talking only about the energy targets we have to speak about how to implement these.,100
grok_5883c61d27ba1eb2,grok,eve,soft,en,cur_whi_003,whisper,,,"<soft>Shh, the baby finally fell asleep. Let's order takeout and watch a movie.</soft>",86
grok_3f07509e31a6c3ef,grok,ara,fast,en,h_emilia_cc929c118fc2,conversational,1.3,,I continue to focus on this one contradiction that I have.,58
grok_633fa408da6d7fc8,grok,rex,neutral,en,h_common_voice_d21670f96760,read,,,This process is particularly visible in the eastern part of its area.,69
grok_5110894364550d39,grok,sal,neutral,en,h_voxpopuli_0deba75f8add,formal,,,it was a very important achievement and now is the time to move on with the implementation of the pillar principles.,116
grok_be31fa088e143b62,grok,leo,neutral,en,h_emilia_5d65439a432c,conversational,,,"As the water table around the well is lowered from pumping, unsaturated soil is exposed",87
grok_e1a2987dbd792912,grok,eve,neutral,en,h_common_voice_ce0f3d2fdb50,read,,,"Seth continues to deteriorate, losing body parts and becoming less human in appearance.",87
grok_a711590ede07fd19,grok,ara,neutral,en,h_common_voice_2a9045b64384,read,,,One week later she was released after successfully appealing her arrest.,72
grok_0601111d7793f0d3,grok,rex,neutral,en,h_voxpopuli_4397232881df,formal,,,i must say that i am appalled by the homophobia that i have heard.,66
grok_a299adcca4d28b02,grok,sal,neutral,en,h_peoples_speech_a6afa91719df,procedural,,,so i'd like to see maybe at some point we can talk to the county in a partnership you pay towards it with the county to try to combine or maybe have this facility replaced,171
grok_7a4ef3475536a682,grok,leo,whisper,en,h_common_voice_2a9c9c369b39,read,,,"<whisper>Similar parties were formed in the Netherlands, Bulgaria and Britain.</whisper>",88
grok_8edfff37b4bf48a1,grok,eve,neutral,en,h_voxpopuli_f879c40fa1e8,formal,,,it should in particular be noted that if the sale process is successful and correctly implemented companies acquiring the shipyard assets will not have to repay the illegal subsidies even if they choose to continue shipbuilding.,228
grok_194f90a83a426c79,grok,ara,slow,en,h_common_voice_6491a22e20b9,read,0.8,,The brickwork is laid in stretcher courses through most of the house.,69
grok_a22eaf4064c31113,grok,rex,neutral,en,h_emilia_ea860e79b751,conversational,,,It's very simple. Quick question is this. Compare a fantasy player to a blockbuster movie.,90
grok_03759d595040bc59,grok,sal,neutral,en,h_emilia_740b7f056b30,conversational,,,And there's a great website called Class Central. I have the URL there on the page. If you want to,98
grok_e3913f97391f40df,grok,leo,fast,en,h_emilia_0b0bde5f3157,conversational,1.3,,"Trying to be too speedy, and obviously that is at my detriment. Okay, c'mon, speed up a bit.",92
grok_298b1429a4bf29a6,grok,eve,neutral,en,h_common_voice_f78598d48b11,read,,,His home was Blendon Hall near Bexley in Kent.,46
grok_780b7ed4aad01991,grok,ara,neutral,en,cur_twi_001,dense,,,"She sells seashells by the seashore, but the shells she sells are surely seashells.",83
grok_3e6bba042b7c72c7,grok,rex,neutral,en,h_common_voice_da1c29c8d52d,read,,,He was first commanding officer of the Sri Lanka Army Medical Corps.,68
grok_19d8d54476e6cd6a,grok,sal,neutral,en,h_common_voice_17dac6c8afd2,read,,,Robin van Roon also joined them after a while.,46
grok_37a006b8a9d71f08,grok,leo,neutral,en,h_voxpopuli_4b215f82f676,formal,,,we should not forget about that the timing of auctions licence duration spectrum trading greater eu coordination of spectrum assignments are all very important. they are all addressed in the telecom framework.,209
grok_23afbdbe7240d263,grok,eve,whisper,en,h_common_voice_11f14be83a45,read,,,<whisper>Who is the blonde girl with the red skirt?</whisper>,61
grok_e212fe0994f8506c,grok,ara,neutral,en,h_emilia_a0a1c140a0b3,conversational,,,I would have done certain things differently or I would have suggested the politicians to do certain things differently. So I'm sure there is something to learn from the Pali process and it's a real pleasure talking to you.,223
grok_0af190385daac6fd,grok,rex,neutral,en,h_voxpopuli_7823e26e7e77,formal,,,a european democracy needs more open and inclusive institutions. we need bold decisions in order to overcome mistrust and apathy.,129
grok_1163c8994f4cb75e,grok,sal,slow,en,h_common_voice_347353c1383e,read,0.8,,Wasn't there a command line client for ordering pizza somewhere?,64
