request_id,provider,voice,mode,language,text_id,register,speed,instructions,text,est_chars
openai_d7b7c207f0c29700,openai,fable,excited,en,h_emilia_4bf9c510f7f7,conversational,,"Speak with excited, fast-paced energy, like sharing thrilling news.","An intimate zone is reserved for close friends, lovers, children and close family members",89
openai_216e2c4fb3225423,openai,nova,support,en,h_peoples_speech_50e57610cf97,procedural,,"Sound like a cheerful, friendly customer support agent.",i otherwise you can tell them it's not happening yeah otherwise it would put yeah june 3rd would be the right and i know that you also have well you actually are thinking june 3rd just before,191
openai_0ca339212a650650,openai,onyx,tired,en,h_emilia_740b7f056b30,conversational,,"Sound exhausted and flat, with low energy and frequent small pauses.",And there's a great website called Class Central. I have the URL there on the page. If you want to,98
openai_f95c58001d010da7,openai,sage,neutral,en,h_emilia_c462a3cd462a,conversational,,,"I mean, this is actually easier than I thought it would be. This might be possible, you know?",93
openai_8c70f6cc6c325de9,openai,shimmer,neutral,en,h_emilia_a5027f83c22e,conversational,,,"It's saying, God, I'm so glad you came down on Mount Sinai and made known your Sabbath.",87
openai_c439b97d2e7fa70f,openai,verse,angry,en,cur_emo_017,emotional,,"Speak with barely contained anger, tense and clipped.","If you touch my sister again, I swear you will regret it for the rest of your life.",83
openai_e3fe81b856c2c323,openai,marin,neutral,en,h_common_voice_de7bf230d194,read,,,"At Pisa, Varchi studied to become a notary.",43
openai_4aa8feb1714f14e1,openai,cedar,excited,en,h_emilia_526a11446168,conversational,,"Speak with excited, fast-paced energy, like sharing thrilling news.",Likewise the angel Moroni first lived in a pre-Columbian American civilization as the 5th century prophet warrior named Moroni,126
openai_379c5d71808f4ef3,openai,alloy,tired,en,h_common_voice_c9d3a78289c1,read,,"Sound exhausted and flat, with low energy and frequent small pauses.",The Franks were successful at Tolbiac and established their dominance over the Alamanni.,88
openai_0fef97f423dd7750,openai,ash,storyteller,en,h_common_voice_f25b46a15517,read,,"Use a warm, slow, expressive storytelling voice.","After the Civil War, cattlemen moved into the area.",51
openai_68f8b5e6fa322bf8,openai,ballad,excited,en,cur_sho_002,shout,,"Speak with excited, fast-paced energy, like sharing thrilling news.",Goal! An absolute screamer from thirty yards out! Unbelievable!,63
openai_f436c76a0853fc5a,openai,coral,tired,en,h_emilia_d11ac5352e33,conversational,,"Sound exhausted and flat, with low energy and frequent small pauses.","The people who enjoys majority support of the MPTCs, means if there are 50 MPTCs, anyone who gets a support of 26 MPTCs will be called as a chairman.",149
openai_8f8ac3f2e74dd90a,openai,echo,neutral,en,h_emilia_6fa5ba06e5db,conversational,,,"But instead I'm going to show you how to do this, uh, by hand. So we've got two equations. We have a y equals, let's see, m.",124
openai_7ee9f98777de08c6,openai,fable,neutral,en,h_common_voice_e95636b2e41b,read,,,"Tadpoles are eaten by fish, beetles, dragonfly larvae and birds.",64
openai_c0c17d7547481172,openai,nova,neutral,en,h_common_voice_fd9c0fc7f90c,read,,,And it makes you feel as if you are The Darkness itself.,56
openai_a7fdc4f68e9c2268,openai,onyx,anchor,en,h_voxpopuli_21106fa9627e,formal,,"Deliver this as a composed, professional news anchor.",let's start indeed on the positive notes the european economy is,64
openai_40fd37d0a0d251fc,openai,sage,tired,en,h_common_voice_c13be16aac44,read,,"Sound exhausted and flat, with low energy and frequent small pauses.",The designer for the refurbishment was Sheppard Robson.,55
openai_a16141d76a288efc,openai,shimmer,storyteller,en,h_common_voice_421af521c199,read,,"Use a warm, slow, expressive storytelling voice.",One of Jackson's main arguments against the bill was the project's provincial nature.,85
openai_9c23c30a54515f16,openai,verse,excited,en,cur_que_001,question,,"Speak with excited, fast-paced energy, like sharing thrilling news.",Did you remember to lock the back door before we left this morning?,67
openai_2fe4004dce1de0d0,openai,marin,neutral,en,cur_twi_001,dense,,,"She sells seashells by the seashore, but the shells she sells are surely seashells.",83
openai_15f59d28900bbdc3,openai,cedar,neutral,en,h_peoples_speech_1b081c3c19e6,procedural,,,so one of the problems we have is all those replaced meter meters so if this project moves forward,98
openai_ab88e2d20505a75f,openai,alloy,neutral,en,h_peoples_speech_48e091449546,procedural,,,the belmont center business association honored mahoney at his final meeting with him as the bank president on march 19th,121
openai_3cf67135d25b68d6,openai,ash,neutral,en,h_common_voice_b5d472f1e755,read,,,Salvatore hides in a meat factory that he owns.,47
openai_1fce502db0691135,openai,ballad,neutral,en,h_common_voice_f21dbd78af39,read,,,He progressed quickly and drew the attention of the surf media.,63
openai_fd01fb4a003453a6,openai,coral,anchor,en,h_peoples_speech_ba5d917deeb1,procedural,,"Deliver this as a composed, professional news anchor.",and i do think if my memory's even in the ballpark we need to pass something,76
openai_d8da3591c9fd458a,openai,echo,tired,en,h_common_voice_1e6c1c046086,read,,"Sound exhausted and flat, with low energy and frequent small pauses.","Ninety five lines and no more, that's it.",41
openai_cb1d023e824af5a0,openai,fable,storyteller,en,h_common_voice_7f14fcc1e4a4,read,,"Use a warm, slow, expressive storytelling voice.",There are auxiliary rooms on the ground floor.,46
openai_fd46d3d586e283b5,openai,nova,neutral,en,h_emilia_5615eb6c0004,conversational,,,"Six, that teach them about financial management. Good parents don't only send their words to school.",100
openai_1d72b102a4b64504,openai,onyx,excited,en,h_emilia_028921574644,conversational,,"Speak with excited, fast-paced energy, like sharing thrilling news.","He argued that all big spherical moons, including the Moon, should likewise be considered planets",97
openai_f30d978d396565ae,openai,sage,excited,en,cur_emo_013,emotional,,"Speak with excited, fast-paced energy, like sharing thrilling news.","Stop the car. Stop the car right now, I mean it!",48
openai_d3121376967a2ff4,openai,shimmer,neutral,en,h_common_voice_768d51598bfc,read,,,"In some cases the symbols are ""punning"".",40
openai_0b6adf4a6b77e541,openai,verse,neutral,en,h_common_voice_3050a47e6168,read,,,It was subsequently purchased by Joseph Medill Patterson and Robert McCormick.,78
openai_ca1bf86b73f5ad58,openai,marin,tired,en,h_common_voice_ce0f3d2fdb50,read,,"Sound exhausted and flat, with low energy and frequent small pauses.","Seth continues to deteriorate, losing body parts and becoming less human in appearance.",87
openai_69923a38e45f5ad0,openai,cedar,neutral,en,h_voxpopuli_0deba75f8add,formal,,,it was a very important achievement and now is the time to move on with the implementation of the pillar principles.,116
openai_0fee981d229e1657,openai,alloy,storyteller,en,h_common_voice_8a0bd411601b,read,,"Use a warm, slow, expressive storytelling voice.",Red-Eye swung back and forth on the branch farther down.,56
openai_d2b0bc3b8de1e08f,openai,ash,tired,en,h_emilia_ea860e79b751,conversational,,"Sound exhausted and flat, with low energy and frequent small pauses.",It's very simple. Quick question is this. Compare a fantasy player to a blockbuster movie.,90
openai_b5ac064e7ccd4aca,openai,ballad,neutral,en,h_emilia_28756542da2f,conversational,,,"On 28 March 2009, Thai Airways discontinued all domestic flights from Don Muang",79
openai_9e63ba64bb7d7b14,openai,coral,neutral,en,h_common_voice_06bcb9050579,read,,,"If there is no objection, the decision is made.",47
openai_e84835e246ba547a,openai,echo,neutral,en,h_emilia_06d6adb5c440,conversational,,,"Then seek, tell and read and do random access of IO, so they can go into a particular sector and then read from there, uh, things like that.",140
openai_54695e9bf2b51677,openai,fable,support,en,h_peoples_speech_75a383481c27,procedural,,"Sound like a cheerful, friendly customer support agent.",it's making people feel a little sicker she said she's seen more patients this year then at the same time last year,115
openai_ced9351394663e47,openai,nova,neutral,en,h_voxpopuli_662a4983ea89,formal,,,well you know the old saying that well god protected me from the friends because that's for the enemies i will take care of them myself good luck mr the prime,158
openai_576b0b48dca8702c,openai,onyx,anchor,en,h_voxpopuli_0b23a6d16d3c,formal,,"Deliver this as a composed, professional news anchor.",it allows for the mutual recognition of protection measures which are based on civil law rather than criminal law. i would like to ask my colleagues to support this proposal.,174
openai_36788800262999d5,openai,sage,neutral,en,h_voxpopuli_6d2876e771c2,formal,,,the floor now to mr tan two minutes mr president since the abolition of the nepalese monarchy and the election of a mais led government in kaman do nepal and china have inevitably grown much closer it's no,205
openai_b9f833b0d4d6f99c,openai,shimmer,neutral,en,h_common_voice_16ef1290fe1a,read,,,The strike was started by the faculty and students.,51
openai_e0bd07bf3659ef05,openai,verse,tired,en,h_common_voice_769fc6cbad90,read,,"Sound exhausted and flat, with low energy and frequent small pauses.",He graduated as one of the top students in his class.,53
openai_feb02773d582f1bc,openai,marin,storyteller,en,h_common_voice_6f1398a3a39f,read,,"Use a warm, slow, expressive storytelling voice.","Suicide, then, also must be rejected: without man, the absurd cannot exist.",75
openai_3e49c9f1b30e8f60,openai,cedar,excited,en,h_emilia_0b0bde5f3157,conversational,,"Speak with excited, fast-paced energy, like sharing thrilling news.","Trying to be too speedy, and obviously that is at my detriment. Okay, c'mon, speed up a bit.",92
openai_fde90febd9e6d81a,openai,alloy,neutral,en,h_peoples_speech_02a6057e71a2,procedural,,,three homeowners have asked to have their homes removed from the list of historic buildings subject to the demolition delay bylaw subject to the demolition delay bylaw approved at last year's annual town meeting,211
openai_e1585ba9b6008af0,openai,ash,tired,en,h_emilia_676c8d67e8f9,conversational,,"Sound exhausted and flat, with low energy and frequent small pauses.",That they are undoubtedly far older than this. As to state that they were somehow cut by people with literally no tools to their disposal to us seems laughable.,160
openai_b12bd46759a69ed0,openai,ballad,neutral,en,cur_twi_003,dense,,,Peter Piper picked a peck of pickled peppers while properly preparing pungent paprika.,86
openai_bdd1a6ee67243830,openai,coral,neutral,en,h_emilia_1ff333b67208,conversational,,,"However, Governor Dirk Kempthorne appointed State Senator Jack Riggs of Coeur d'Alene to the post instead",105
openai_7f6f375b652981eb,openai,echo,neutral,en,h_emilia_a0cebaaab2f5,conversational,,,"Quite a tough day, I must say. I hope you still have some energy to listen to mine and afterwards lecture.",106
openai_51f75f1d7e118101,openai,fable,neutral,en,h_common_voice_7052e0b0e71b,read,,,I dreamed I was walking through a fine rich country.,52
openai_ef96d688eceb6dc1,openai,nova,excited,en,h_emilia_16e40a7e3358,conversational,,"Speak with excited, fast-paced energy, like sharing thrilling news.","Yes, you see that 9000C? Right, the Juki Corporation, still made in China. Still made in China, if you could see that tiny.",123
openai_db0ef06b76a1323d,openai,onyx,tired,en,h_emilia_e4743b31da81,conversational,,"Sound exhausted and flat, with low energy and frequent small pauses.",Locked by the wall. Trying to kick it again. Back to defenders. Three defenders there. Punches it up. Made feel. Kicked out quickly.,132
openai_4a68ea581eca644a,openai,sage,neutral,en,h_peoples_speech_795c59ca1a43,procedural,,,then we have just the pure wine and the skins and the seeds we'll separate just take out and compost,100
openai_66043f82668624b8,openai,shimmer,neutral,en,h_common_voice_359b3dfcb5bd,read,,,Phil Anselmo has credited numerous inspirations for the song.,61
openai_331a3611a243b8a8,openai,verse,tired,en,h_common_voice_921421b71c7f,read,,"Sound exhausted and flat, with low energy and frequent small pauses.","As kings died, others came along and new temples were constructed in their honor.",81
openai_c5da6efb33bbbf6f,openai,marin,neutral,en,h_emilia_3647b7faf3a6,conversational,,,"Finally, one day in desperation, the counselor said to her, give me a sense of something you're interested in, anything at all.",127
openai_6b9ce220c567bf5d,openai,cedar,storyteller,en,h_common_voice_f59607149375,read,,"Use a warm, slow, expressive storytelling voice.","Malcolm was born and was brought up in Newport, where he still lives.",69
openai_0d88e979ec4cdb4c,openai,alloy,support,en,cur_que_005,question,,"Sound like a cheerful, friendly customer support agent.",Is it supposed to make that clicking noise when I turn the key?,63
openai_daafd98df2ae8d7f,openai,ash,neutral,en,h_common_voice_bc49deee254a,read,,,Pongo is the brother of Valerie Twistleton.,43
openai_a422e3dcf6feb5e0,openai,ballad,neutral,en,h_emilia_f596c5756dbb,conversational,,,So what do you think are the biggest things that people should listen for as they enjoy actual plays?,101
openai_b735c161ca2afcf2,openai,coral,anchor,en,h_peoples_speech_76a593fe40d6,procedural,,"Deliver this as a composed, professional news anchor.",i just feel like it's up to us to work as hard as we can possibly work to make sure this happens as fast as it can possibly happen,130
openai_d8d9a6a2fe391e3f,openai,echo,excited,en,h_emilia_e156026a76fc,conversational,,"Speak with excited, fast-paced energy, like sharing thrilling news.","Imler assembled a force of about 3,000 men from Security Police, Gestapo, Kripo, SD, and the Waffen-SS, as the so-called, ""'Special Commandos of the Security Forces"", known as the Einsatzgruppen, to eliminate both communists and Jews in occupied territories.",258
openai_d49337ac92ee1a72,openai,fable,support,en,h_peoples_speech_c6182b62ab56,procedural,,"Sound like a cheerful, friendly customer support agent.",nearly five hundred people ages two to seventy registered for the third annual becca pizzi 5k road race on april 29th despite the wet weather,141
openai_7d494eb14eabf356,openai,nova,neutral,en,h_peoples_speech_27f089d5f609,procedural,,,and then out of that comes whatever meyerjensen proves on a quantum meruit basis,80
openai_5865b02e9124b5fa,openai,onyx,neutral,en,h_voxpopuli_d7ecee2e0d1e,formal,,,it's both interesting and demanding to meet the various petitioners who come to the committee and talk about their problems.,124
openai_9ac68ac63a20414d,openai,sage,neutral,en,h_common_voice_52c7736dc1f8,read,,,"Even the Basque ball game, ""pilota"", is ascribed to these stone-throwers.",73
openai_ee174bed30b47d0d,openai,shimmer,tired,en,h_common_voice_4f5440d17a4f,read,,"Sound exhausted and flat, with low energy and frequent small pauses.",Lanterns decorate the stage with the names of festival sponsors.,64
openai_3f1bfdcd389b8539,openai,verse,angry,en,cur_emo_020,emotional,,"Speak with barely contained anger, tense and clipped.","Look at the little guy! He's wagging his tail! Oh, he likes me!",63
openai_5747c4f0c98056bc,openai,marin,anchor,en,h_voxpopuli_2b704dcce36b,formal,,"Deliver this as a composed, professional news anchor.",people have been destroyed economical support for people have been destroyed and there we need to help also in the long and medium turn that those issues and those properties can be rebuilt that also regional money and funds can be used and also long term measures such as anti,277
openai_276d112a37127f7b,openai,cedar,storyteller,en,h_common_voice_7a0b61e61762,read,,"Use a warm, slow, expressive storytelling voice.",He was the first secretary of the Indian National Congress.,59
openai_75a795f69730bf45,openai,alloy,tired,en,h_emilia_f74d2005e4aa,conversational,,"Sound exhausted and flat, with low energy and frequent small pauses.","We totally can do it. I think the students would love it. Uh, first gen, let's, hey, if you're serious, Katie, uh, first gen week is the week of November 8th. There's something during that week, as we can tell you.",214
openai_a5ec49d9925144f6,openai,ash,neutral,en,h_emilia_a3b75fece068,conversational,,,"This device would destroy the Minuteman RV with a closing speed of about 20,000 feet per second at an altitude of more than 100 miles",133
openai_a9db01fcb18e27ed,openai,ballad,excited,en,cur_sho_005,shout,,"Speak with excited, fast-paced energy, like sharing thrilling news.","Cut! That was perfect! Everybody take five, we got the shot!",60
openai_82482c707918e678,openai,coral,neutral,en,h_emilia_584ebf37602a,conversational,,,"In your family, who do you go to for support? Is it mom, dad, maybe a grandparent? Have you surrounded yourself with positive friends, people who can listen and be there for you? In this building, you have a lot of mentors.",223
openai_dc35537339139db1,openai,echo,neutral,en,h_common_voice_654c9f1850c9,read,,,Simon Doc Octopus Milton played bass guitar on The Lord Of The Flies album.,75
openai_f9292f0e0c7c9ee5,openai,fable,excited,en,h_emilia_beb06595d648,conversational,,"Speak with excited, fast-paced energy, like sharing thrilling news.",Wilson and Nguyen state that the students realize there is little or no direct link between the subjects they are doing and their perceived future in the labor market,166
openai_af383b8818cffda2,openai,nova,neutral,en,h_voxpopuli_8bd1a6decb20,formal,,,if we do not act now we will not only fail in meeting our climate obligations we will also miss out in reaping the rewards of being leaders of green innovation.,160
openai_358014fb0e009800,openai,onyx,support,en,cur_num_017,numbers,,"Sound like a cheerful, friendly customer support agent.","GDP contracted 0.3 percent in Q4, while unemployment held at 4.1 percent.",73
openai_04bc400d1ac3e181,openai,sage,neutral,en,h_peoples_speech_e002a4d73dc6,procedural,,,i would do it exactly the same way and that is because these panels are designed to address issues relative to our rulemaking that sets a standard or establishes a requirement on a business sector a small business entity,220
openai_ff14d69acefcc349,openai,shimmer,neutral,en,h_common_voice_deac252b9301,read,,,My assignment has been completed and submitted.,47
openai_05a46dbe73f436ce,openai,verse,tired,en,h_common_voice_5990f7aef968,read,,"Sound exhausted and flat, with low energy and frequent small pauses.",The most widespread use of multitier architecture is the three-tier architecture.,81
openai_4604d16b413cef5e,openai,marin,tired,en,h_emilia_abd6541103d8,conversational,,"Sound exhausted and flat, with low energy and frequent small pauses.",It doesn't matter when I put this on. This foundation looks beautiful on my mature skin. It never settles into fine lines and wrinkles.,135
openai_8155f58c8f313d1b,openai,cedar,neutral,en,h_emilia_cc3fba0a72ec,conversational,,,"And I think to avoid that such a project get easily shut down, you need to build it really censorship resistant. And to get censorship resistant, you need decentralization.",172
openai_72ab415f33401ac4,openai,alloy,neutral,en,h_emilia_a91f28c2ced0,conversational,,,"Do you strongly prefer to watch the recording and, uh,",54
openai_20a9444a2b023f52,openai,ash,storyteller,en,h_common_voice_2dcbe2912ec2,read,,"Use a warm, slow, expressive storytelling voice.",The nearest railway is at Labytnangi on the opposite side of the river Ob.,74
openai_6e1fec57f4cda33f,openai,ballad,neutral,en,h_common_voice_2dafe1c2312f,read,,,She lived with her aunt after her mother died.,46
openai_75b3e4ccad0030d0,openai,coral,excited,en,h_emilia_b731cd685e91,conversational,,"Speak with excited, fast-paced energy, like sharing thrilling news.","Microphone, University of California, Berkeley, USATHE orbiter's mission was to take pictures from orbit, explore Mars atmosphere and relay information and images from the netlanders",182
openai_d880a9a401a2bf39,openai,echo,neutral,en,h_common_voice_0416d2ca3fb1,read,,,Alexander was married to James Frost Alexander.,47
openai_961e7125090a3872,openai,fable,tired,en,h_common_voice_be329a6072fb,read,,"Sound exhausted and flat, with low energy and frequent small pauses.","Fouls, on the other hand, can occur only while the ball is in play.",67
openai_3b62a6c51530c490,openai,nova,neutral,en,h_voxpopuli_57b85dfce51a,formal,,,commercial practices the commission will also address the issue of commercial practices whereby travel services providers who market their services online offer additional services in an unclear or ambiguous manner such as hiding the option of not booking any further services and the commission,295
openai_1ef11f48745ca738,openai,onyx,anchor,en,h_peoples_speech_cdcb12969a09,procedural,,"Deliver this as a composed, professional news anchor.",again wonderful partnership with the land bank with metroplex sir and ida for working in our neighborhoods,106
openai_08391566b4b84c02,openai,sage,storyteller,en,h_common_voice_a65878e536cb,read,,"Use a warm, slow, expressive storytelling voice.",Among other nutrients lost are dietary fiber and small amounts of fatty acids.,78
openai_370fc415c58abb9b,openai,shimmer,excited,en,cur_emo_003,emotional,,"Speak with excited, fast-paced energy, like sharing thrilling news.",Please don't go. Not tonight. Not like this.,44
openai_0cca4ab2495c8737,openai,verse,tired,en,h_emilia_da058af81313,conversational,,"Sound exhausted and flat, with low energy and frequent small pauses.","Uh, Matt, your leader at Red Hat, now part of IBM, continues to operate, uh, in the Red Hat spirit, uh, innovating out in the open, people are wearing their Red Hat, uh,",169
openai_015280d53f568753,openai,marin,neutral,en,h_emilia_1320c13cd317,conversational,,,"Russia, 80 MW, Lopburi Solar Farm, Thailand 73.16 MW, Rovigo Photovoltaic Power Plant, Italy, 72 MW, and the Liberos Photovoltaic Park, Germany, 71.8 MW.There are also many large plants under construction.",205
openai_bc3f82dd5accbcf7,openai,cedar,neutral,en,h_emilia_459c152426a3,conversational,,,"Lebanon and Hezbollah continue to claim a small area called Sheba Farms as Lebanese territory, but Israel insists that it is captured Syrian territory with the same status as the Golan Heights",192
openai_57cf05a86fe28c61,openai,alloy,neutral,en,h_common_voice_2bcfa4d064fa,read,,,This was the first donation accepted by the Smithsonian in the field of magic.,78
openai_b7ae4eb4fa184652,openai,ash,anchor,en,h_voxpopuli_675e0a91e0d8,formal,,"Deliver this as a composed, professional news anchor.",nothing prevents member states to provide their patients who receive cross border healthcare more advantages form of reimbursement even in advance however it depends on the member states national nevertheless,208
openai_9e855278e8defa58,openai,ballad,support,en,h_peoples_speech_77400db811a5,procedural,,"Sound like a cheerful, friendly customer support agent.",the total cost of a burial with the plot for a municipal cemetery is ten thousand to twelve thousand,100
openai_6f838f4d110ea29d,openai,coral,neutral,en,cur_num_016,numbers,,,"Model X-200 ships in SKU batches of 144, with lead times of 6 to 8 weeks.",73
openai_14a6920a379f27c9,openai,echo,neutral,en,h_peoples_speech_1930aba7797f,procedural,,,the defense counsel record shows that counsel pushed the victim and asked specific questions in order to challenge the credibility her truthfulness and her motive especially where the victim at times was vague and imprecise,223
openai_f57ff9b533096c2a,openai,fable,excited,en,h_emilia_59f4df01aa7f,conversational,,"Speak with excited, fast-paced energy, like sharing thrilling news.",Is producing an area around it where this flux of relic neutrinos from the cosmos.,82
openai_38d689d9e3515d22,openai,nova,tired,en,h_emilia_dc49428f4850,conversational,,"Sound exhausted and flat, with low energy and frequent small pauses.",The resulting textures are a little different but mostly for the initiated taster.,82
openai_48f26540a569667c,openai,onyx,neutral,en,h_common_voice_2dd1a5a42896,read,,,No segment of this state route is included within the National Highway System.,78
openai_215001f4a4b5b21e,openai,sage,neutral,en,h_emilia_22ae12cb2b9c,conversational,,,"Similarly, in some instances a small invading population can threaten much larger native populations",100
openai_a9c09165c79c7764,openai,shimmer,tired,en,h_common_voice_b93c388bfcaa,read,,"Sound exhausted and flat, with low energy and frequent small pauses.",Badminton is my favorite type of racket sports.,47
openai_9dcd324443bbf581,openai,verse,storyteller,en,h_common_voice_404f19341d88,read,,"Use a warm, slow, expressive storytelling voice.",Two physicists pondered their revised quantum field theory together.,68
openai_9e7a2bdfb54a928b,openai,marin,storyteller,en,cur_twi_006,dense,,"Use a warm, slow, expressive storytelling voice.",The thirty-three thieves thought they thrilled the throne throughout Thursday.,78
openai_bc43bf25515cf8b9,openai,cedar,neutral,en,h_emilia_7fecb92dcb68,conversational,,,"Actually, we've had Adam Gibson on the show before to explain TLS Notary, so. Yeaah.",84
openai_b69b69a5cae364ae,openai,alloy,excited,en,h_emilia_60284aafaa14,conversational,,"Speak with excited, fast-paced energy, like sharing thrilling news.","I believe that chaos offers some useful ways of thinking about the world beyond science, but metaphors don't always work.",121
openai_8c8978c2bfb2d3a4,openai,ash,tired,en,h_emilia_5765a74c825f,conversational,,"Sound exhausted and flat, with low energy and frequent small pauses.",The zeal and completeness with which he elaborates what I've called a mammoth handbook of how to make a Matisse.,112
openai_033f9dfe6adbc1c9,openai,ballad,neutral,en,h_common_voice_a9b8c809e9da,read,,,Throughout her career she has held different positions at the national level and abroad.,88
openai_7f177cc2e3126ff4,openai,coral,neutral,en,h_emilia_5d65439a432c,conversational,,,"As the water table around the well is lowered from pumping, unsaturated soil is exposed",87
openai_a7db83dcd5fc2e33,openai,echo,neutral,en,h_emilia_47bbab447560,conversational,,,And I've actually got a second equation like that as well. y equals m2.,71
openai_5aad7e8d2595aa03,openai,fable,neutral,en,h_common_voice_f471e63d8106,read,,,I hope that he understood what I was saying.,44
openai_55e377e1d4f1ae0b,openai,nova,tired,en,h_common_voice_6f65c1df4c56,read,,"Sound exhausted and flat, with low energy and frequent small pauses.",She worked closely with Marietta Kies at Mount Holyoke.,55
openai_be44c23dc74ec589,openai,onyx,storyteller,en,h_common_voice_037870d3cb8d,read,,"Use a warm, slow, expressive storytelling voice.","Because ""Little Big Mom"" deals with leprosy, it has never been released in Japan.",81
openai_dbfe063769d91aa0,openai,sage,neutral,en,h_common_voice_5393a9f7f096,read,,,He wanted Nelson's disrespect witnessed.,40
openai_8d1bed5e8a45af14,openai,shimmer,excited,en,cur_sho_014,shout,,"Speak with excited, fast-paced energy, like sharing thrilling news.",Touchdown! Forty-seven seconds left and they take the lead!,59
openai_e1ecf851e99c959e,openai,verse,excited,en,cur_sho_008,shout,,"Speak with excited, fast-paced energy, like sharing thrilling news.",Hey! That's my bike! Somebody stop that guy!,44
openai_62d2b638387f9c82,openai,marin,angry,en,cur_emo_030,emotional,,"Speak with barely contained anger, tense and clipped.","Three years of saving, and the engine gives out two days after the warranty ends.",81
openai_280784fed51302ed,openai,cedar,neutral,en,h_common_voice_fb97411b1098,read,,,"The west town line is the border of Fulton County, New York.",60
openai_3825880bf0c6b76c,openai,alloy,excited,en,h_emilia_1b307ad5e286,conversational,,"Speak with excited, fast-paced energy, like sharing thrilling news.","So I was gonna say my solution to that is by having a GM who loves to kickstart campaigns and, and systems. So he has this huge shelf of campaign and system rules. So when we feel like one system just isn't working, we just switch.",231
openai_84d9b5b747113c65,openai,ash,neutral,en,h_voxpopuli_c8e1c5004da3,formal,,,the social use of seized criminal assets for youth support regeneration projects or even crime prevention could really help empower these communities.,150
openai_6313d0006735e1ca,openai,ballad,tired,en,h_common_voice_0eb4eaeac6b8,read,,"Sound exhausted and flat, with low energy and frequent small pauses.",All who met him fell with their faces to the earth.,51
openai_97f4397c2381fc3b,openai,coral,neutral,en,h_peoples_speech_f2ac57921b2d,procedural,,,so if you get ones that are underripe in there i mean the main issue i think would be that the acid it would keep pushing the acid low because we're always fighting kind of borderline high acid levels so we want to do whatever we can to keep that under any kind of threshold,274
openai_7caaf8d0836484e2,openai,echo,neutral,en,cur_que_010,question,,,"Take the second left after the bridge, then follow the gravel road to the end.",78
openai_fae8991c803130ed,openai,fable,tired,en,h_emilia_5ffac4c6f617,conversational,,"Sound exhausted and flat, with low energy and frequent small pauses.","There was a movie that came out in the 60s only to be remade 40 years later. And that's why... Put it on the screen, Bruxy. The Denver Broncos are... OCEANS 11!",160
openai_9c95d33a0794edd7,openai,nova,neutral,en,h_emilia_4d8eccd43064,conversational,,,Other specific countries or both in specific countries and also at the international level in terms of debate and lesson sharing.,129
openai_e917537c7d86aaa9,openai,onyx,storyteller,en,h_common_voice_16738efe0049,read,,"Use a warm, slow, expressive storytelling voice.",In the flashes of lightning they see the fire of the artillery.,63
openai_ced44fdbb2443912,openai,sage,neutral,en,h_emilia_d231fe27d9f7,conversational,,,"Where theta is the amount of rotation, this is the direction of rotations and the generators are tau by 2.",106
openai_285edfe61d31fe10,openai,shimmer,neutral,en,h_common_voice_3ac15d65a0b2,read,,,"He's a regular and he's connected, but then I expect you knew that much already.",80
openai_7c57ad7d07fc3337,openai,verse,excited,en,h_emilia_cc929c118fc2,conversational,,"Speak with excited, fast-paced energy, like sharing thrilling news.",I continue to focus on this one contradiction that I have.,58
openai_b95dade3a56b7898,openai,marin,neutral,en,h_common_voice_df15d89c8bc2,read,,,He worked briefly on the Manhattan Project at Princeton University.,67
openai_70c0dda259ad328b,openai,cedar,tired,en,h_emilia_b17e020dd04b,conversational,,"Sound exhausted and flat, with low energy and frequent small pauses.","In contrast to all these ant species, and despite their enormous diversity of prey, doryless ants rarely consume termites.Ants are not the only invertebrates that perform raids",176
openai_b78ddc76220b30cc,openai,alloy,tired,en,h_common_voice_e9d7299fcbf2,read,,"Sound exhausted and flat, with low energy and frequent small pauses.",Elizabeth was about the same age as Maria.,42
openai_bd8a5d094926938f,openai,ash,storyteller,en,h_common_voice_774711c5f29e,read,,"Use a warm, slow, expressive storytelling voice.",His speech ended with a standing ovation.,41
openai_e6a0554078f599e1,openai,ballad,anchor,en,h_peoples_speech_580d5311b8f8,procedural,,"Deliver this as a composed, professional news anchor.",well i did not object to any of the exhibits that he submitted to the court,75
openai_8843a1bae9693130,openai,coral,neutral,en,h_common_voice_6131b2d609f8,read,,,A handful of people are waiting for the subway.,47
openai_67fd92c9570fa3d0,openai,echo,neutral,en,h_common_voice_57cf2b524e4f,read,,,"Public facilities, as precautionary measures, were closed.",58
openai_748e9215389247fa,openai,fable,tired,en,h_common_voice_18b614604c89,read,,"Sound exhausted and flat, with low energy and frequent small pauses.",She decided to study Accounting at a university in Portugal.,60
openai_36af3c5ebd8fccf8,openai,nova,support,en,h_peoples_speech_326d9bc371bf,procedural,,"Sound like a cheerful, friendly customer support agent.",the credibility that we need before a jury when we're going into a trial trying to guide the jury through six and a half weeks of testimony,139
openai_d7a4d2d6986b6167,openai,onyx,neutral,en,h_peoples_speech_f726366f5605,procedural,,,and there's also nothing in the record to show that the trial court improperly considered this considered this,110
openai_90b8fea8f57a82bf,openai,sage,storyteller,en,h_common_voice_d21670f96760,read,,"Use a warm, slow, expressive storytelling voice.",This process is particularly visible in the eastern part of its area.,69
